Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
130,Friday Aug 23,boxscore,TOR,,LAA,W-wo,5,4,,62-68,5,14.5,Green,Contreras,,2:25,N,25431,.02,++,
131,Saturday Aug 24,boxscore,TOR,,LAA,W,3,1,,63-68,5,13.5,Francis,Fulmer,Green,2:09,D,34011,.02,+++,
132,Sunday Aug 25,boxscore,TOR,,LAA,W,8,2,,64-68,5,13.5,Gausman,Anderson,,2:33,D,37036,.03,++++,
133,Monday Aug 26,boxscore,TOR,@,BOS,W,7,3,,65-68,5,13.5,Berríos,Keller,Little,2:32,N,29097,.06,+++++,
134,Tuesday Aug 27,boxscore,TOR,@,BOS,L,3,6,,65-69,5,13.5,Weissert,Rodríguez,,2:25,N,29634,.10,-,
135,Wednesday Aug 28,boxscore,TOR,@,BOS,L,0,3,,65-70,5,13.5,Bello,Bassitt,Jansen,2:05,N,32809,.07,--,
136,Thursday Aug 29,boxscore,TOR,@,BOS,W,2,0,,66-70,5,13.0,Francis,Crawford,Green,2:12,N,31712,.05,+,
137,Friday Aug 30,boxscore,TOR,@,MIN,L,0,2,,66-71,5,14.0,López,Gausman,Durán,2:26,N,24623,.09,-,
138,Saturday Aug 31,boxscore,TOR,@,MIN,W,15,0,,67-71,5,13.0,Berríos,Matthews,,2:30,N,30517,.04,+,
139,Sunday Sep 1,boxscore,TOR,@,MIN,L,3,4,,67-72,5,13.0,Jax,Green,Durán,2:43,D,32774,.08,-,
140,Tuesday Sep 3,boxscore,TOR,,PHI,L,9,10,,67-73,5,14.0,Kerkering,Green,Strahm,3:23,N,23796,.04,--,
141,Wednesday Sep 4,boxscore,TOR,,PHI,L,2,4,,67-74,5,14.0,Sánchez,Francis,Estévez,2:30,D,23768,.03,---,
142,Friday Sep 6,boxscore,TOR,@,ATL,L,1,3,,67-75,5,15.0,Fried,Gausman,Iglesias,2:23,N,37230,.01,----,
143,Saturday Sep 7,boxscore,TOR,@,ATL,W,9,5,,68-75,5,14.5,Berríos,Schwellenbach,,2:45,N,38276,.00,+,
144,Sunday Sep 8,boxscore,TOR,@,ATL,L-wo,3,4,11,68-76,5,14.5,Iglesias,Pop,,3:04,D,36394,.01,-,
145,Monday Sep 9,boxscore,TOR,,NYM,L,2,3,,68-77,5,15.5,Stanek,Nance,Díaz,2:39,N,27470,.00,--,
146,Tuesday Sep 10,boxscore,TOR,,NYM,W,6,2,,69-77,5,14.5,Bassitt,Peterson,,2:56,N,28109,.00,+,
147,Wednesday Sep 11,boxscore,TOR,,NYM,L,2,6,,69-78,5,15.5,Young,Green,Díaz,2:37,D,29399,.00,-,
148,Friday Sep 13,boxscore,TOR,,STL,W-wo,4,3,11,70-78,5,16.0,Swanson,Fernandez,,3:05,N,30380,.00,+,
149,Saturday Sep 14,boxscore,TOR,,STL,W,7,2,,71-78,5,15.0,Berríos,Gibson,,2:32,D,33999,.00,++,
150,Sunday Sep 15,boxscore,TOR,,STL,W,3,2,,72-78,5,15.0,Pop,Kittredge,Green,2:26,D,34793,.00,+++,
151,Tuesday Sep 17,boxscore,TOR,@,TEX,L,8,13,,72-79,5,16.0,Festa,Nance,,3:28,N,29906,.00,-,
152,Wednesday Sep 18,boxscore,TOR,@,TEX,L,0,2,,72-80,5,17.0,Bradford,Francis,Yates,2:10,N,34625,.00,--,
153,Thursday Sep 19,boxscore,TOR,@,TEX,W,4,0,,73-80,5,16.0,Gausman,Rocker,,2:17,D,30384,.00,+,
154,Friday Sep 20,boxscore,TOR,@,TBR,L,0,1,,73-81,5,17.0,Kelly,Berríos,Bigge,2:23,N,14372,.00,-,
155,Saturday Sep 21,boxscore,TOR,@,TBR,L,2,3,,73-82,5,18.0,Bradley,Rodríguez,Rasmussen,2:47,D,20704,.00,--,
156,Sunday Sep 22,boxscore,TOR,@,TBR,L,3,4,,73-83,5,19.0,Kelly,Cabrera,Uceta,2:44,D,20567,.00,---,
157,Monday Sep 23,boxscore,TOR,,BOS,L,1,4,,73-84,5,19.5,Houck,Bassitt,,2:35,N,22254,.00,----,
158,Tuesday Sep 24,boxscore,TOR,,BOS,L,5,6,10,73-85,5,19.5,Martin,Nance,Shugart,3:15,N,29178,.00,-----,
159,Wednesday Sep 25,boxscore,TOR,,BOS,W,6,1,,74-85,5,18.5,Gausman,Fitts,,2:30,N,27694,.00,+,
160,Friday Sep 27,boxscore,TOR,,MIA,L,5,15,,74-86,5,19.0,Oller,Berríos,,3:07,N,31597,.00,-,
161,Saturday Sep 28,boxscore,TOR,,MIA,L,1,8,,74-87,5,19.0,Curry,Rodríguez,McCaughan,2:33,D,35733,.00,--,
162,Sunday Sep 29,boxscore,TOR,,MIA,L,1,3,,74-88,5,20.0,Weathers,Burr,Bender,2:37,D,31688,.00,---,
